cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency,used_llm_fusion
c77,llm_assisted,12,"[""r558"", ""r559"", ""r560"", ""r561"", ""r562"", ""r563"", ""r1446"", ""r1447"", ""r1448"", ""r1449"", ""r1450"", ""r1451""]",razer viper ambidextrous wired gaming mouse (rz01-02550100-r3m1) (warranty 2years with local distributor banleong),razer,"razer viper ambidextrous gaming mouse control the outcome of any battle with a gaming mouse that combines high precision, a cutting-edge lightweight body, and the fastest actuation in gaming. meet the razer viper—featuring industry-leading mice technology that’s designed with and tested by team razer athletes, bringing you a mouse that’s bred to tear up the pro scene. every click you make actuates at the speed of light. the razer™ optical mouse switch utilizes an infrared light beam to register a click, resulting in an industry-leading response time of 0.2 milliseconds. its instant actuation eliminates debounce and unintended clicks, giving you complete control in execution. engineered with 99.4% tracking accuracy and up to 16,000 dpi, the razer 5g optical sensor offers deadly precision. when combined with your physical dexterity and skill, the razer viper represents a mouse that achieves a true extension of yourself in the game. during competition, even the tiniest advantage can make a difference. the razer viper weighs in at just 69g without any compromise on its build strength. a lighter mouse allows swifter, more controlled swipes, augmenting the speed of your reaction in battle. in our pursuit of giving you every ounce of competitive edge, we’ve designed a mouse cable that enables smoother swipes. the razer viper features the highly flexible razer™ speedflex cable, bringing you unhindered control with minimal drag.onboard dpi storage uderside dpi button 8 programmable buttonstech specsup to 450 inches per second (ips) / 50 g acceleration 1000 hz ultrapolling razer™ optical mouse switches with 70 million clicks life cycle razer™ speedflex cable gaming-grade tactile scroll wheel 69g lightweight ambidextrous design razer chroma™ lighting with 16.8 million customizable color options eight independently programmable hyperesponse buttons onboard dpi storage (up to 5 dpi stages) razer synapse 3 enabled approximate size: 126.73 mm / 4.99 in (length) x 66.2 mm / 2.61 in (width) x 37.81 mm / 1.49 in (height) approximate weight (excluding cable): 69 g / 0.15 lbs cable length: 2.1 m / 6.89 ftmore info: https://www.razer.com/eu-en/gaming-mice/razer-viper.",699.00,gbp,0
c78,llm_assisted,1,"[""r578""]","card memorie sandisk 32 gb, extreme, viteza de citire; pana la 100 mb/s,adaptor sd inclus",,"32 gb, extreme, viteza de citire; pana la 100 mb/s,adaptor sd inclus; video (viteza): v30 / c10 / u3 / a1",58.82,ron,0
c79,llm_assisted,1,"[""r579""]",extreme hukommelseskort 32 gb microsdhc klasse 10 uhs-i,,"extreme speeds for fast transfer, app performance, and 4k uhdcapture more fast action and record more full hd or 4k uhd video2 with your android based smartphone, interchangeable-lens camera, drone or gopro® action camera. the sandisk extreme microsd uhs-i cards are built tough for extreme durability under challenging environmental conditions4. extreme speeds let you capture every detail of adventure and take the wait out of transferring your videos between devices. storage capacities from 32gb to 128gb1 expand your device's memory and let you record 4k uhd video2.the speed you needthe best stuff happens fast. with extreme write speeds up to 90mb/s5, sandisk memory cards give you the speed you need to capture every detail. fast write speeds reduce the time you’re on hold while you move pictures and videos to your card, so you’re always ready to catch the next great shot, and enjoy smooth video playback.4k uhd readywith uhs speed class 3 (u3) and uhs video speed class 307 [v30 is for 32gb-128gb only] ratings, the sandisk extreme microsdhc and microsdxc uhs-i cards let you capture uninterrupted 4k uhd and full hd video2. this makes it ideal for recording outdoor adventures, weekend trips, or sporting events without skipping frames.easy file recovery with rescuepro® deluxe softwarethe cards comes with a download offer for rescuepro® deluxe data recovery software8. this software makes it easy to recover files that have been accidentally deleted (download required).load apps faster with a1rated a1, this sandisk extreme® microsd card is optimized for apps, delivering faster app launch and performance that provides a better smartphone experience.choose the amount of storage you needthe amount of capacity you need depends on the types of files you have, how big they are, and how many there are. the chart above gives you an idea of how many photos and hours of video you can store for each capacity.sd adapter for versatilitythis card comes with a convenient sd card adapter, so you can also capture and access data on the card with any device that has an sd card slot. you'll be able to use your memory card with sd enabled cameras, camcorders, tablets, and laptops.• built for extreme conditions temperature proof, water proof, shock proof, and x-ray proof3• delivers 4k ultra hd and full hd video recording and playback1• meets the new uhs speed class 3 (u3) and uhs video speed class 30 (v30) for 4k uhd4• transfer faster with read speeds up to 90mb/5• up to 128gb2 for more space to catch the thrillkapacitet: 32 gbflashkort type: microsdhclæsehastighed: 100 mb/sskrivehastighed: 60 mb/sintern hukommelsestype: uhs-iuhs hastighedsklasse: class 3 (u3)videohastighedsklasse: v30flash-hukommelse klasse: klasse 10farve på produkt: rød, hvid, gulbeskyttelsesfunktioner: stødresistent, stænktæt, temperaturbestandigt, vandtætdriftstemperatur (t-t): -25 - 85 °clagringstemperatur (t-t): -40 - 85 °cbredde: 15 mmdybde: 1,02 mmhøjde: 10,9 mmvægt: 4,54 ghukommelsesadapter størrelse (bxdxh): 23,88 x 2,03 x 31,75 mmhukommelsesadapter inkluderet: sdantal pr. pakke: 1 stkbredde (emballage): 101,6 mmdybde (emballage): 6,62 mmhøjde (emballage): 152,4 mmpakkevægt: 14,3 gemballagetype: blisterhovedkasse (ekstern), bredde: 10,5 cmhovedemballage (ekstern) længde: 7,95 cmydre emballage, højde: 15,9 cmmaster kartonvægt: 440,51 gantal pr. hovedemballage: 25 stk",126.00,dkk,0
c8,llm_assisted,1,"[""r36""]","t596800 original druckerpatrone für plotter stylus pro 7700 / 7900 / 9700 / 9900 350ml, matt schwarz",epson,"epson original patrone inhalt: 350 ml. farbe: black matt, passt in epson stylus pro 7700 / 7900 / 9700 / 9900marke: epson, artikelnummer: t596800ean nummer: 0010343868465 inhalt (herstellerangabe): 350 mlepson stylus pro - serie:7700;7890;7890 series;7890 spectroproofer;7890 spectroproofer uv;7900;7900 series;7900 spectroproofer;7900 spectroproofer uv;9700;9890;9890 series;9890 spectroproofer;9890 spectroproofer uv;9900 spectroproofer;",171.46,eur,0
c80,llm_assisted,6,"[""r588"", ""r589"", ""r590"", ""r591"", ""r592"", ""r593""]","3m privacy filter for apple macbook pro 13\"" touch bar / air 13\"" retina",,3m privacy filter apple macbook pfnap007 filter macbook pro 13 accs (7100115681) - type: skjermbeskyttelse,673.00,nok,0
c81,llm_assisted,6,"[""r594"", ""r595"", ""r596"", ""r597"", ""r598"", ""r599""]",telefono movil smartphone xiaomi redmi note 8t grey - 6.3pulgadas - 64gb rom - 4gb ram - 48+8+2+2,xiaomi,"buy redmi note 8t global version 4gb ram 64gb rom snapdragon 665 octa core 2.0ghz max, 6.3 inch full hd, 4000 mah, shipping from eu warehouse, fast delivery",188.0219,eur,0
c82,llm_assisted,17,"[""r600"", ""r601"", ""r602"", ""r603"", ""r604"", ""r605"", ""r757"", ""r758"", ""r759"", ""r760"", ""r761"", ""r846"", ""r847"", ""r848"", ""r849"", ""r850"", ""r851""]",aaa replica tag heuer formula 1 automatic 43mm mens watch waz2011.ba0842,tag heuer,"caz1010.ft8024new tag heuer formula 1 one f1 men's sport watchusually ships within 3 months | view in stock tag heuer watches- free overnight shipping - no sales tax (outside california) - with manufacturer serial numbers - swiss made - black dial - arabic numeral 12 & index hour markers - black titanium carbide coated steel bezel - date feature - chronograph feature large red tipped central chronograph second hand 30 minute counter sub-dial at 9 o'clock 1/10th of a second counter sub-dial at 6 o'clock- small seconds sub-dial at 3 o'clock- tachymeter scale feature - end of life indicator (eol) - battery operated quartz movement - 3 year warranty - guaranteed authentic - certificate of authenticity - manufacturer box & manual - brushed stainless steel case - black rubber strap - scratch resistant sapphire crystal - 200 meters / 660 feet water-resistant - 43mm = 1 5/8\"" case, 7\"" adjustable strap - case thickness: 11.5mm - inlet size: 21mm - fixed bezel - solid case back - luminescent hands & hour markers - black titanium carbide coated steel screw down crown - stainless steel tang buckle - free lifetime battery replacement also known as model # caz1010ft8024 / caz1010 ft8024",905.172414,usd,0
c83,llm_assisted,1,"[""r616""]",asus tuf gaiming m5 optical/6200dpi/usb/gray,,,256.00,pln,0
c84,llm_assisted,1,"[""r635""]","sram kassette pg-730 mtb;12-32 zhne, verchromt;12-14-16-18-21-26-32 zhne",,,14.99,eur,0
c85,llm_assisted,2,"[""r637"", ""r638""]",epson - inktcartridge - t2982 - cyaan - 3.2ml - origineel,,"2678epson strawberry singlepack cyan 29 claria home ink, origineel, cyaan, epson, - expression home xp-455 - expression home xp-452 - expression home xp-445 - expression home..., 1 stuk(s), inkjetprinten, epson, c13t29824012",8.3e0,eur,0
c86,llm_assisted,1,"[""r640""]",tinta epson claria 29 cian xp235 xp332 xp335 xp432 xp435,,singlepack cyan 29 claria home ink,9.39,eur,0
c87,llm_assisted,1,"[""r641""]",epson strawberry 29 (prentar 175 síður) claria home blekhylki (blátt),,nánari lýsing frá framleiðanda:barcode: 8715946625980compatible brand: epsoncompatible printer(s): expression home xp-235/xp-432/xp-332/xp-435/xp-335form factor: cartridgeink colour(s): cyanink volume: 3.2model name: 29new/remanufactured: neworiginal/compatible: original manufacturerproduct family: strawberryproduct type: ink cartridgesingle or multi colour cartridge: singletotal: 1ink colour(s): cyancompatible: expression home xp-235/xp-432/xp-332/xp-435/xp-335ink volume: 3.2ml,2055,isk,0
c88,llm_assisted,1,"[""r662""]",ink jet originale magenta per epson c13t70334010 - wp-4515dn / wp-4525dnf / wp-4535dwf / wp-4545dtwf / wp-4015dn,,ink jet originale magenta per epson,,,0
c89,llm_assisted,1,"[""r665""]","epson c13t70334010 (t7033) ink cartridge magenta, 800 pages, 10ml",,"epson c13t70334010 (t7033) ink cartridge magenta, 800 pages, 10ml",28.24,gbp,0
c9,llm_assisted,236,"[""r37"", ""r38"", ""r39"", ""r40"", ""r41"", ""r126"", ""r127"", ""r128"", ""r129"", ""r130"", ""r131"", ""r162"", ""r163"", ""r164"", ""r165"", ""r166"", ""r167"", ""r198"", ""r201"", ""r202"", ""r203"", ""r312"", ""r313"", ""r314"", ""r315"", ""r316"", ""r317"", ""r336"", ""r337"", ""r338"", ""r339"", ""r340"", ""r341"", ""r348"", ""r349"", ""r350"", ""r351"", ""r352"", ""r353"", ""r361"", ""r362"", ""r363"", ""r364"", ""r365"", ""r378"", ""r379"", ""r380"", ""r381"", ""r382"", ""r383"", ""r396"", ""r397"", ""r398"", ""r399"", ""r400"", ""r401"", ""r426"", ""r427"", ""r429"", ""r430"", ""r457"", ""r458"", ""r459"", ""r460"", ""r462"", ""r463"", ""r465"", ""r466"", ""r467"", ""r624"", ""r625"", ""r626"", ""r627"", ""r628"", ""r629"", ""r636"", ""r639"", ""r660"", ""r661"", ""r663"", ""r664"", ""r666"", ""r667"", ""r668"", ""r669"", ""r670"", ""r671"", ""r702"", ""r703"", ""r704"", ""r705"", ""r706"", ""r707"", ""r858"", ""r859"", ""r860"", ""r861"", ""r862"", ""r863"", ""r888"", ""r889"", ""r890"", ""r891"", ""r892"", ""r893"", ""r908"", ""r909"", ""r910"", ""r911"", ""r919"", ""r920"", ""r921"", ""r922"", ""r923"", ""r930"", ""r931"", ""r932"", ""r933"", ""r934"", ""r935"", ""r942"", ""r943"", ""r944"", ""r945"", ""r946"", ""r954"", ""r955"", ""r957"", ""r958"", ""r959"", ""r1020"", ""r1021"", ""r1022"", ""r1023"", ""r1024"", ""r1025"", ""r1051"", ""r1053"", ""r1055"", ""r1079"", ""r1080"", ""r1081"", ""r1082"", ""r1083"", ""r1084"", ""r1085"", ""r1110"", ""r1111"", ""r1112"", ""r1113"", ""r1114"", ""r1115"", ""r1140"", ""r1142"", ""r1143"", ""r1144"", ""r1164"", ""r1165"", ""r1166"", ""r1168"", ""r1169"", ""r1200"", ""r1201"", ""r1203"", ""r1204"", ""r1205"", ""r1218"", ""r1219"", ""r1220"", ""r1221"", ""r1223"", ""r1224"", ""r1225"", ""r1226"", ""r1227"", ""r1228"", ""r1229"", ""r1242"", ""r1243"", ""r1244"", ""r1245"", ""r1246"", ""r1247"", ""r1290"", ""r1291"", ""r1292"", ""r1293"", ""r1294"", ""r1295"", ""r1431"", ""r1432"", ""r1433"", ""r1512"", ""r1513"", ""r1514"", ""r1515"", ""r1516"", ""r1517"", ""r1518"", ""r1519"", ""r1522"", ""r1536"", ""r1537"", ""r1538"", ""r1539"", ""r1540"", ""r1541"", ""r1584"", ""r1585"", ""r1586"", ""r1587"", ""r1588"", ""r1650"", ""r1651"", ""r1652"", ""r1653"", ""r1654"", ""r1655"", ""r1656"", ""r1657"", ""r1658"", ""r1659"", ""r1660"", ""r1661"", ""r1716"", ""r1717"", ""r1718"", ""r1719"", ""r1720"", ""r1721"", ""r1728"", ""r1729"", ""r1730"", ""r1731"", ""r1732"", ""r1733""]",brother mfc-l2710dw compact laser all-in-one with duplex printing with wireless networking - copier/fax/printer/scanner - 32 ppm mono print - 2400 x 600 dpi print - automatic duplex print - 1200 dpi optical scan - 250 sheets input - ethernet - wirele,epson,inkjet,1149.00,eur,0
c90,llm_assisted,19,"[""r684"", ""r685"", ""r686"", ""r688"", ""r689"", ""r698"", ""r699"", ""r1188"", ""r1190"", ""r1191"", ""r1192"", ""r1193"", ""r1710"", ""r1711"", ""r1712"", ""r1713"", ""r1714"", ""r1715"", ""r1749""]",apc smart-ups smx 3000va 4u rack/tower lcd 200-240v line interactive ups with smart slot smx3000hv,apc,"apc’s smt1000rmi2uc is part of the award winning smart-ups family which is the most popular ups in the world for servers, storage and networks. apc award winning rackmountable smt1000rmi2uc is an affordable true sine-wave ups in the smart-ups family. a 700w 1000va ups designed for entry level servers and network equipment, it is compatible with today’s active power factor corrected (pfc) power supplies.introducing apc smartconnect - the next generation of smart-upsthe next generation of smart-ups™ now boast an ingenious connectivity feature that makes smart-ups even more adaptable and even easier to deploy. apc™ smartconnect is an enabling feature that allows customers to view the status of their ups through a secureweb portal. through this innovative remote management interface, customers will receive automatic notifications, firmware updates, and advanced support. apc smartconnect's easy-to-use network connectivity provides added value, and more importantly, added peace of mind.featuresfirst of its kind: the apc smartconnect feature makes connected smart-ups the first cloud enabled ups for distributed itadvice from the experts: connected smart-ups routinely provides proactive ups lifecycle recommendations, helping maximise the lifespan of your apc ups.accessibility: the apc smartconnect web portal is accessible from any internet connected device. you'll be able to check on your it equipment on site or on the go.enabled as a standard: apc smartconnect will be automatically included on select smart-ups models; making it the perfect solution for price-conscious professionals in need of power security.seamless integration: easily integrate with leading remote monitoring and management solutions, so you can manage customer portfolios in a single platform.secure, remote monitoringconnected smart-ups support remote monitoring through our secure web portal, so you can always be up to date on the status of your power infrastructure.pro-active lifecycle alertsmaximise the life span of your ups, and protect your investment, with pro-active alerts for firmware upgrade, device maintenance and warranty protection.cloud enabled as standardnew smart-ups models are cloud enabled as standard, with an inbuilt ethernet port. we've made it as easy and cost effective as possible to monitor your ups onlinetrusted to protect critical data and equipment from power problems by supplying clean and reliable network-grade power. in addition to legendary reliability and manageability, smart-ups have extremely high efficiency at low, medium and high load levels making them ideal for today's multi-core or virtualised servers that have varying load consumption.included powerchute business edition software is compatible with all major server operating systems and provides ups management and safe system shutdown.main featurescold-start capable- provides temporary battery power when the utility power is out.green mode - patent-pending operating mode that bypasses unused electrical components in good power conditions to achieve very high operating efficiency without sacrificing any protection.high online efficiency - reduces utility costs, generates less heat.lcd status display - provides key ups status at a glance. multiple status indicators with load and battery bar graphs.pure sine wave output on battery - simulates utility power to provide the highest degree of compatibility for active pfc (power factor corrected) servers and sensitive electronics.temperature-compensated battery charging - prolongs battery life by regulating the charge voltage according to battery temperature.1. alphanumeric lcd (liquid crystal display) - iintuitive interface provides detailed and accurate information with the ability to configure locally2. communication ports - serial, usb, and smartslot™ for accessory cards.3. 4 x iec320 c13 outlets 4. push button circuit breaker- enables quick recovery from overloads.network grade power conditioning - automated voltage regulation, noise filtering and surge protection.pure sine-wave output - simulates the utility when on battery for optimum device compatibility.advanced battery management - temperature compensated charging extends life of internal batteries.high efficiency green mode - saves utility costs and reduces heat promoting longer component life.apc smart-ups c displayintuitive, easy-to-use lcd interface - clear, consistent, and detailed information in your choice of basic or advanced menuspower statusoperating mode and efficiencyload va/watts/ampsinput/output voltage and frequencybattery capacity and runtimeenergy meter and morecontrol - ups and outlet group settingslanguagepower quality settingsalarm, delay and threshold settings test and diagnostics - initiate battery and runtime calibration testslogs - see explanation of last 10 transfers and faultsabout - ups and replacement battery part numbers, serial numbers, battery install, and suggested replacement datesonline status indicators - online, on battery, fault, and replace battery leds for quick status identificationescape - exits to the previous menu or screenreturn - used to enter or confirm settings.navigation arrows - allow for quick adjustment of settings. apc ups network management card 2apc ups network management cards allow for secure monitoring and control of an individual apc ups via web browser, command line interface or snmp. embedded technology provides exceptional reliability with notification features that inform you of problems as they occur.main featurescommand line interface - offers simultaneous remote management access through telnet and ssh.compatible with smartslot enabled ups - compatible with all smartslot upsipv6 support - capable of operating on a network using ipv6 protocol.standard ups rfc 1628 mib compatible - make ups information available to your preferred network, server or enterprise management system by forwarding snmp traps (events) using rfc 1628 mib.device encryption - securely connect via https/ssl, ssh (up to 2048-bit encryption), snmpv3.multiple user access - supports simultaneous web browser access for up to 8 users and network command line interface access for up to 3 users.ups firmwareupdate - user friendly mechanism to remotely and seamlessly update ups firmware via the web browser interface (smx, smt and srt smart-ups only).smart battery management support - detailed battery information including battery cartridge parameters provides early-warning fault analysis to simplify management of the entire battery system (srt smart-ups only).modbus tcp support - supports reporting ups information to building management systems or other third party management systems via modbus tcp.replacement battery options for this upsapc replacement battery cartridge - rbc132this apc replacement battery cartridge fits selected apc smart-ups and back-ups, restoring power back-up capacity for home offices, small businesses and it departments. this replacement battery cartridge (rbc) has a lifetime of three to five years, offers safe and reliable support to the ups, and extends the useful life of your ups. the apc rbc comes fully assembled and includes easy-to-follow replacement instructions, making hot-swap installation simple.protection for your system, peace of mind for you - with the apc extended warranty program, you will have peace of mind knowing that in the unlikely event of a failure, your product will be repaired or replaced quickly, minimising downtime.apc's warranty guarantees free next business day delivery of parts or unit to ensure you get what you need as soon as you need it.apc service pack warranty extension(new product purchases)apc service pack warranty extension(renewal or high volume) wbextwar1yr-sp-03 wbextwar3yr-sp-03 wextwar1yr-sp-03 wextwar3yr-sp-03",407877.00,sek,0
c91,llm_assisted,1,"[""r687""]","apc smart ups (smt), 1500va, 230v, lcd, tower with smart slot - 3yr wty",,"intelligent and efficient network power protection from entry level to scaleable runtime. ideal ups for servers, point-of-sale, routers, switches, hubs and other ...",1190.25,aud,0
c92,llm_assisted,18,"[""r690"", ""r691"", ""r692"", ""r693"", ""r694"", ""r695"", ""r1032"", ""r1033"", ""r1034"", ""r1035"", ""r1036"", ""r1037"", ""r1104"", ""r1105"", ""r1106"", ""r1107"", ""r1108"", ""r1109""]",genuine dymo black on white d1 12mm x 5.5m polyester tape cartridge (dymo 16959 permanent tape),dymo,s0720930 dymo,0,gbp,0
c93,llm_assisted,1,"[""r696""]","apc smart-ups - offline-usv 5.000 w rack-modul - 19 \""-rack montierbar",,,3817.06,eur,0
c94,llm_assisted,1,"[""r697""]",apc smart-ups 5000va 230v rackmount/tower,,apc smart-ups 5000va 230v 5u rackmount/towerpower capacity: 4000 watts / 5000 vainput voltage: 230vinput frequency: 50/60 hz +/- 3 hz (auto sensing),,,0
c95,llm_assisted,1,"[""r700""]","apc smart-ups (sua), 5000va, iec(8), usb, serial, network, lcd, 5u rack/twr, 2yr wty",,"intelligent and efficient network power protection from entry level to scaleable runtime. ideal ups for servers, point-of-sale, routers, switches, hubs and other ...",4938.1,aud,0
c96,llm_assisted,1,"[""r701""]","apc smart-ups 5000va/4000w, 230v, tower/5u, line-interactive, hs repl. batt., smartslot, com (sua5000rmi5u)",,",.,smart-ups.-.15,,,.( , usbethernet).powerchute business edition,.",280320,rub,0
c97,llm_assisted,1,"[""r710""]","i9-9900 , 3.1ghz , 16mb cache lga1151",,product collection9th generation intel® core™ i9 processorscode nameproducts formerly coffee lakevertical segmentdesktopprocessor numberi9-9900off roadmapnostatuslaunchedlaunch dateq2'19lithography14 nmuse conditionspc/client/tablet,32299.00,inr,0
c98,llm_assisted,1,"[""r711""]",intel core i9-9900 (3.1 ghz) + marvel's avengers offert !,,processeur socket 1151 - octo core - cache 16 mo - coffee lake refresh - ventirad non inclus+ marvel's avengers offert !,459.99,eur,0
c99,llm_assisted,1,"[""r712""]",intel core i9-9900 desktop processor 8 cores up to 5.0ghz lga1151 300 series 65w,,buy intel core i9-9900 desktop processor 8 cores up to 5.0ghz lga1151 300 series 65w securely online today at a great price. intel core i9-9900 desktop processor 8 cores up to 5...,402.75,usd,0
