record_id,spec_id,entity_id,source,base_title,base_brand,base_description,base_price,base_priceCurrency,base___title,base___brand,base___model
r115,source_beta//17273207,1176692,source_beta,,,"high-speed usb 3.1 performance in a usb type-c drive easily free up space on your smartphone or quickly transfer files between devices at usb 3.1 high speeds of up to 150mb/s. with a reversible usb type-c connector and a traditional usb connector, the sandisk ultra dual drive usb type-c lets you quickly and easily transfer files between smartphones, tablets and computers. plus the sandisk memory zone app for android (available on google play) helps you manage your device’s memory and your content. the sandisk ultra dual drive usb type-c is the perfect liaison between your new usb type-c device and your devices with traditional usb ports.the flash drive for usb type-c devices designed specifically for next-generation devices with the new usb type-c port. the reversible connector has a symmetric design, so that it’s always right-side up, making it easy and fast to plug in.high-speed usb 3.1 high-speed usb 3.1 performance of up to 150mb/s means you spend less time waiting to transfer your photos, videos, songs, and other files between devices.dual usb type-c and usb type-a connectors with dual connectors, the sandisk ultra dual drive usb type-c lets you free up space on your smartphone or tablet, or transfer files between multiple devices, whether it has a usb type-c port or the traditional usb type-a port.sandisk memory zone app for easy file management available from the google play store, the sandisk memory zone app lets you view, access, and back up all the files from your phone's memory in one location. it can also automatically move files from your device to your drive to free up space.kapacitet: 32 gbenhedsgrænseflade: usb type-a / usb type-cusb version: 3.2 gen 1 (3.1 gen 1)læse hastighed usb 3.2 gen 1 (3.1 gen 1): 150 mb/sunderstøttede windows-operativsystemer: windows 10 education,windows 10 education x64,windows 10 enterprise,windows 10 enterprise x64,windows 10 home,windows 10 home x64,windows 10 pro,windows 10 pro x64,windows 7 enterprise,windows 7 enterprise x64,windows 7 home basic,windows 7 home basic x64,windows 7 home premium,windows 7 home premium x64,windows 7 professional,windows 7 professional x64,windows 7 starter,windows 7 starter x64,windows 7 ultimate,windows 7 ultimate x64,windows 8,windows 8 enterprise,windows 8 enterprise x64,windows 8 pro,windows 8 pro x64,windows 8 x64,windows vista business,windows vista business x64,windows vista enterprise,windows vista enterprise x64,windows vista home basic,windows vista home basic x64,windows vista home premium,windows vista home premium x64,windows vista ultimate,windows vista ultimate x64mac kompabilitet: jaunderstøttede mac-operativsystemer: mac os x 10.10 yosemite,mac os x 10.11 el capitan,mac os x 10.12 sierra,mac os x 10.13 high sierra,mac os x 10.6 snow leopard,mac os x 10.7 lion,mac os x 10.8 mountain lion,mac os x 10.9 mavericksunderstøttede mobile operativsystemer: androidformfaktor: glidefarve på produkt: sort, sølvnøglering: nejfingeraftrykslæser: nejpin-kode-sikret adgang: nejbeskyttelse af adgangskode: nejdriftstemperatur (t-t): 0 - 45 °copbevaringstemperatur (t-t): -10 - 70 °cbredde: 38,1 mmdybde: 9,4 mmhøjde: 20,1 mmvægt: 9,1 gpakke bredde: 101,6 mmpakke dybde: 11,7 mmpakke højde: 152,4 mmpakkevægt: 28,3 gpakketype: blisterantal pr. pakke: 1 stkantal pr. hovedkasse (udvendig): 25 stkhovedkasse (ekstern), bredde: 11,9 cmhovedemballage (ekstern) længde: 19,2 cmydre emballage, højde: 18,1 cmmaster kartonvægt: 797,5 g",,dkk,"ultra dual drive usb type-c usb-nøgle 32 gb usb type-a / usb type-c 3.2 gen 1 (3.1 gen 1) sort, sølv",,
r116,source_gamma//17994092,1176692,source_gamma,sandisk ultra dual drive 32gb with usb type-c (sdddc2-032g-g46),,,3.75,,sandisk ultra dual drive 32gb with usb type-c (sdddc2-032g-g46),,
r117,source_alpha//19427532,1176692,source_alpha,,,,,pln,sandisk 32gb ultra dual usb type-c 150mb/s,,
r118,source_beta//31302151,1176692,source_beta,,kingston,sandisk ultra dual drive 32gb usb-c/usb3.1,,aud,kingston sandisk ultra dual drive 32gb usb-c/usb3.1,kingston,
r119,source_gamma//41113112,1176692,source_gamma,drive usb type c 32gb 5 years waranty,,,฿295,,drive usb type c 32gb 5 years waranty,sandisk,
r120,source_alpha//17646564,119989,source_alpha,,,,,nzd,corsair ll series ll140 rgb dual light loop pwm fan 140mm dual pack with lighting node pro controller,,
r121,source_beta//31999512,119989,source_beta,,,"the corsair ll140 rgb led pwm fan boasts 16 independent rgb leds across two separate light loops to create vibrant lighting and visual effects.let your lights do the talkingmade for those seeking excellent airflow, quiet operation, and powerful lighting, the corsair ll140 rgb fan puts your pc back in the loop.create a symphony of colourthe corsair ll140 rgb led pwm fan boasts 16 independent rgb leds across two separate light loops to create vibrant lighting and visual effects.two rgb light loops16 independent rgb leds in every fan, split between two separate light loops, allow for nearly endless customization.expansion kitthis product is intended as an expansion of the ll140 rgb led 3 fan kit with lighting node pro. the rgb functionality of this product requires an rgb lighting hub and lighting node pro.complete pwm controldynamically control fan speed from 600 rpm to 1,500 rpm to minimize noise or maximize airflow.created for quiet140mm fan blade engineered for low-noise operation without sacrificing performance.complete cooling controlusing an optimized 140mm fan blade and pwm control, set the speed of the fan anywhere from 600 rpm to 1,500 rpm for precise noise and airflow adjustment.",,gbp,"corsair ll140 14cm pwm rgb case fans x2, 16 led rgb dual light loop, hydraulic bearing, twin pack",,
r122,source_gamma//41006951,119989,source_gamma,corsairll series ll140 rgb 140mm dual light co-9050074-ww,,,132,,corsairll series ll140 rgb 140mm dual light co-9050074-ww,,
r123,source_alpha//45106261,119989,source_alpha,,,,,qar,"corsair ll140 rgb, 140mm fans - 2 pack w/ lighting node pro",,
r124,source_beta//47501734,119989,source_beta,,,"lightning node pro, 2x ll140, 1300 rpm, 43.25cfm, 24.8dba, 4-pin",,dkk,corsair ll140 rgb 140mm 2-pk,,
r125,source_gamma//52702047,119989,source_gamma,corsair ll140 rgb hydraulic bearing 140mm case fan with lighting node pro - twin pack,,,127.99,,corsair ll140 rgb hydraulic bearing 140mm case fan with lighting node pro - twin pack,corsair,
r126,source_alpha//20756393,1215179,source_alpha,,,,,eur,epson kirkas magenta t596300 ultrachrome hdr 350 ml(7900/9900),,
r127,source_beta//21089105,1215179,source_beta,,,"who wants to spend time thinking about their printer? it should just work. we've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable results without any fuss. that's because we invest in extensive research, high-tech manufacturing facilities and put our products through rigorous tests.but naturally, we can't say the same for inks that we've not created. there's no assurance from epson that so-called compatible inks or remanufactured cartridges will deliver.are you willing to put yourself at risk of unreliable yields and poor prints? or worse, the cartridges failing to work or the printer breaking? secure yourself against potential printing pitfalls by using genuine epson ink. type: inkjet cartridges, brand: epson, colour: magenta, ink volume: 350ml, barcode: 010343868410spicers code: 132244",,,epson c13t596300 t5963 vivid magenta ink 350ml,,
r128,source_gamma//26972975,1215179,source_gamma,c13t596300 vivid magenta ink epson 350ml,,,137.94,,c13t596300 vivid magenta ink epson 350ml,epson,
r129,source_alpha//45838903,1215179,source_alpha,,,,,cad,epson epson t596300 vivid magenta ultrachrome hdr ink for 9900,epson,
r130,source_beta//5564771,1215179,source_beta,,,tanica inchiostro a pigmenti vivid-magenta epson ultra chrome hdr (350ml),,eur,epson - tanica - vivid magenta - c13t596300 - 350ml,,
r131,source_gamma//64708319,1215179,source_gamma,epson vivid magenta t5963 ultrachrome hdr 350 ml,,,146.50,,epson vivid magenta t5963 ultrachrome hdr 350 ml,,
r132,source_alpha//12606832,1223297,source_alpha,,,,,usd,apple airpods with charging case (2nd gen 2019),apple,
r133,source_beta//13825027,1223297,source_beta,,apple,"automatically on, automatically connected easy setup for all your apple devices quick access to siri by saying ''hey siri'' double-tap to play or skip forward new apple h1 headphone chip delivers faster wireless connection to your devices charges quickly in the caseautomatically on, automatically connected. easy setup for all your apple devices. quick access to siri by saying ''hey siri''. double-tap to play or skip forward. new apple h1 headphone chip delivers faster wireless connection to your",,usd,apple airpods 2 with charging case - white (renewed),apple,
r134,source_gamma//15159002,1223297,source_gamma,apple apple airpods with charging case,,,159.00,,apple apple airpods with charging case,apple,
r135,source_alpha//24092458,1223297,source_alpha,,,,,usd,apple airpods with charging case / compare on amazon $139,,
r136,source_beta//25301807,1223297,source_beta,,,"descriptionspecificationintroducing wireless airpods 2 . just take them out and they're ready to use with all your apple devices¹. put them in your ears and they connect instantly. speak into them and your voice sounds clear. simplicity and technology, together like never before. the result is completely magical",,,apple - airpods 2 with charging case - white,,
r137,source_gamma//31223849,1223297,source_gamma,apple airpods with charging case (latest model),,,159.00,,apple airpods with charging case (latest model),,
r138,source_alpha//25037677,123214,source_alpha,,,,,aud,"ubiquiti poe injector, 48vdc 24w gigabit lan",,
r139,source_beta//27201714,123214,source_beta,,,the ubiquiti poe-48-24w-g is a uniquely reliable adapter that supports passive type powering through the ethernet network.,,hkd,ubiquiti 48 volt poe 0.5a 1xgbe lan,,
r140,source_gamma//2745185,123214,source_gamma,ubiquiti spare poe48v giga ports 24watt incl 230v cable (poe-48-24w-g),,,300.00,,ubiquiti spare poe48v giga ports 24watt incl 230v cable (poe-48-24w-g),,
r141,source_alpha//30864713,123214,source_alpha,,,,,gbp,ubiquiti 48v 500ma gigabit poe injector,ubiquiti networks (ubnt),
r142,source_beta//383601,123214,source_beta,,,"device protectionpoe adapters are highly reliable, and when used with ubiquiti toughcable™, they provide earth grounding and surge protection to help protect against electrostatic discharge (esd) events.convenient wall-mountingthe 24v, 0.5a models, poe-24-12w and poe-24-12w-g, are wall-mountable using the optional wall-mount brackets.seamless airgateway™ compatibilitythe 15v, 0.8a and 24v, 0.5a models, poe-15-12w, poe-24-12w and poe-24-12w-g, work with the airgateway™ to bridge airmax® connections to wi-fi at customer locations.",,nzd,ubiquiti poe-48-24w-g 48vdc 24w poe injector,,
r143,source_gamma//44452036,123214,source_gamma,poe-48-24w-g ubiquiti gigabit poe 48v 24w 2-rj45 220vac ubi-poe-48-5g req-cable-c5,,,16120,,poe-48-24w-g ubiquiti gigabit poe 48v 24w 2-rj45 220vac ubi-poe-48-5g req-cable-c5,,
r144,source_alpha//16091886,1232853,source_alpha,,,,,nzd,tp-link sg108pe 8 port gigabit switch easy smart 4x poe ports,,
r145,source_beta//23199940,1232853,source_beta,,tp-link,tp-link tl-sg108pe 8 port gigabit easysmart switch with 4x poe available to buy online from pc case gear – australia’s premier online pc store.,,aud,tp-link tl-sg108pe 8 port gigabit easysmart switch with 4x poe,tp-link,
r146,source_gamma//36196195,1232853,source_gamma,tp-link tl-sg108pe v2 8-port gigabit easy smart poe network switch,,,65.78,,tp-link tl-sg108pe v2 8-port gigabit easy smart poe network switch,,
r147,source_alpha//36593216,1232853,source_alpha,,,,,pln,tp-link tl-sg108pe 8-port gigabit desktop switch with 4-port poe,,
r148,source_beta//37408273,1232853,source_beta,,tp-link,"8-port, 10/100/1000mbps rj45 ports, ieee 802.3i/u/ab/af/x/q/p",,eur,tp-link tl-sg108pe - 8-port gigabit switch,tp-link,
r149,source_gamma//47207307,1232853,source_gamma,"tp-link tl-sg108pe non-géré gigabit ethernet (10/100/1000) noir connexion ethernet, supportant l'alimentation via ce port (poe)",,,78.93,,"tp-link tl-sg108pe non-géré gigabit ethernet (10/100/1000) noir connexion ethernet, supportant l'alimentation via ce port (poe)",tp-link,
r150,source_alpha//14762080,1235043,source_alpha,,,,,usd,"z490 vision g, intel® z490 chipset, lga 1200, dp, atx motherboard",,
r151,source_beta//23756811,1235043,source_beta,,gigabyte,,,,gigabyte z490 vision g - lga1200 - motherboard - atx (z490 vision g),gigabyte,
r152,source_gamma//25494683,1235043,source_gamma,gigabyte z490 vision g (socket lga 1200) ddr4 atx motherboard,,,229.992,,gigabyte z490 vision g (socket lga 1200) ddr4 atx motherboard,gigabyte,
r153,source_alpha//36049478,1235043,source_alpha,,,,,ron,"gigabyte placa de baza z490 vision g, socket lga1200",gigabyte,
r154,source_beta//44515049,1235043,source_beta,,gigabyte,"gigabyte vision g, intel z490, s 1200, ddr4, sata3, 2x m.2, sli/crossfire, 2.5gbe, usb 3.2 gen2, atx",,gbp,gigabyte intel z490 vision g atx motherboard,gigabyte,
r155,source_gamma//66253490,1235043,source_gamma,gigabyte intel z490 vision g lga1200 atx motherboard | pcbyte,,,339.0,,gigabyte intel z490 vision g lga1200 atx motherboard | pcbyte,gigabyte,
r156,source_alpha//16693470,1249448,source_alpha,,,,,pln,hyperx 32gb (2x16gb) 3000mhz cl15 predator black,,
r157,source_beta//24951972,1249448,source_beta,,kingston,,,eur,kingston 32gb ramkit 2x16gb ddr4 3000mhz cl15 xmp hyperx predator black,kingston,
r158,source_gamma//26008690,1249448,source_gamma,hyperx predator ddr4 3000mhz 32gb,,,1365.00,,hyperx predator ddr4 3000mhz 32gb,,
r159,source_alpha//46158383,1249448,source_alpha,,,,,usd,"32gb kit (2 x 16gb) hyperx predator ddr4 3000mhz, cl15, black, dimm memory",,
r160,source_beta//50783014,1249448,source_beta,,,kingston hyperx 32gb (2-kit) ddr4 3000mhz predator black,,sek,kingston hyperx 32gb (2-kit) ddr4 3000mhz predator black,,
r161,source_gamma//53261401,1249448,source_gamma,kingston ddr4-3000 32gb (2x16gb) hyperx predator (hx430c15pb3k2/32),,,,,kingston ddr4-3000 32gb (2x16gb) hyperx predator (hx430c15pb3k2/32),kingston,
r162,source_alpha//10194712,1257145,source_alpha,,,,,usd,fe 85mm f1.8 full-frame e-mount fast prime lens - sel85f18,sony,
r163,source_beta//13332758,1257145,source_beta,,,"the perfect focal length for portraits, the sony fe 85mm f/1.8 lens is a sleek short-telephoto lens designed for full-frame e-mount mirrorless cameras. the bright f/1.8 maximum aperture benefits this lens's use in low-light conditions and also affords extensive control over depth of field when working with selective focus techniques. the nine elements, eight groups lens construction includes one extra-low dispersion element to minimize chromatic aberrations and color fringing for greater clarity and color accuracy. benefitting the optical design is a simple, intuitive physical layout that incorporates a customizable focus hold button and a physical af/mf switch. the double linear af motor itself affords quick, quiet, and smooth focusing performance, and this motor also offers snappy manual focus performance for fine-tuned control. finally, the lens is designed to be dust- and moisture-resistant for increased protection. prime portrait-length lens is designed for full-frame sony e-mount mirrorless cameras, however can also be used on aps-c models where it will provide a 127.5mm equivalent focal length. bright f/1.8 maximum aperture allows for fine-tuned control over depth of field and also benefits working in difficult lighting conditions. one extra-low dispersion element is featured in the optical design and helps to limit color fringing and chromatic aberrations for heightened image clarity and color accuracy. double linear autofocus motor delivers smooth, precise, and near silent focusing performance to benefit both stills and video applications. the focus hold button on the lens barrel can be used to hold the focusing position, or can be set in-camera to control a variety of additional lens functions. also, the lens has an af/mf switch for tactile control over the focus mode. rounded nine-blade diaphragm contributes to a pleasing bokeh quality when employing selective focus techniques. dust- and moisture-resistant design for increased protection to the elements.",,usd,sony fe 85mm f/1.8 lens,,
